#Assembly 1	Assembly 2
A01p00020.1_BnaDARv10-PA	CDY61895.1
A01p16220.1_BnaDARv10-PA	CDY34326.1
A01p16230.1_BnaDARv10-PA	CDY34327.1
A01p16240.1_BnaDARv10-PA	CDY34328.1
A01p16250.1_BnaDARv10-PA	CDY34329.1
A01p16260.1_BnaDARv10-PA	CDY34330.1
A01p16290.1_BnaDARv10-PA	CDY34334.1
A01p16300.1_BnaDARv10-PA	CDY34335.1
A01p16310.1_BnaDARv10-PA	CDY34336.1
A01p16320.1_BnaDARv10-PA	CDY34338.1
A01p16330.1_BnaDARv10-PA	CDY34339.1
A01p16340.1_BnaDARv10-PA	CDY34340.1
A01p16360.1_BnaDARv10-PA	CDY34342.1
A01p16380.1_BnaDARv10-PA	CDY34344.1
A01p16400.1_BnaDARv10-PA	CDY34346.1
A01p16410.1_BnaDARv10-PA	CDY34347.1
A01p16430.1_BnaDARv10-PA	CDY34348.1
A01p16590.1_BnaDARv10-PA	CDY07830.1
A01p16670.1_BnaDARv10-PA	CDY55725.1
A01p16700.1_BnaDARv10-PA	CDY55722.1
A01p16710.1_BnaDARv10-PA	CDY55721.1
A01p16720.1_BnaDARv10-PA	CDY55720.1
A01p16730.1_BnaDARv10-PA	CDY57704.1
A01p16740.1_BnaDARv10-PA	CDY57705.1
A01p16750.1_BnaDARv10-PA	CDY57706.1
A01p16760.1_BnaDARv10-PA	CDY57708.1
A01p16820.1_BnaDARv10-PA	CDY54086.1
A01p16850.1_BnaDARv10-PA	CDY52365.1
A01p17000.1_BnaDARv10-PA	CDY68098.1
A01p17010.1_BnaDARv10-PA	CDY68099.1
A01p17020.1_BnaDARv10-PA	CDY68100.1
A01p17040.1_BnaDARv10-PA	CDY67004.1
A01p17090.1_BnaDARv10-PA	CDY69806.1
A01p17210.1_BnaDARv10-PA	CDY42771.1
A01p17360.1_BnaDARv10-PA	CDY69292.1
A01p17460.1_BnaDARv10-PA	CDY68465.1
A01p17470.1_BnaDARv10-PA	CDY68466.1
A01p17480.1_BnaDARv10-PA	CDY71142.1
A01p17490.1_BnaDARv10-PA	CDY32765.1
A01p17530.1_BnaDARv10-PA	CDY69051.1
A01p17680.1_BnaDARv10-PA	CDY38091.1
A01p17720.1_BnaDARv10-PA	CDY66743.1
A01p17730.1_BnaDARv10-PA	CDY66744.1
A01p17740.1_BnaDARv10-PA	CDY69948.1
A01p17750.1_BnaDARv10-PA	CDY69949.1
A01p17810.1_BnaDARv10-PA	CDY42728.1
A01p18030.1_BnaDARv10-PA	CDY29250.1
A01p18040.1_BnaDARv10-PA	CDY29251.1
A01p18050.1_BnaDARv10-PA	CDY29252.1
A01p18060.1_BnaDARv10-PA	CDY29253.1
A01p18070.1_BnaDARv10-PA	CDY29254.1
A01p18080.1_BnaDARv10-PA	CDY29255.1
A01p18130.1_BnaDARv10-PA	CDY29260.1
A01p18150.1_BnaDARv10-PA	CDY29262.1
A01p18200.1_BnaDARv10-PA	CDY46669.1
A01p18210.1_BnaDARv10-PA	CDY29271.1
A01p18240.1_BnaDARv10-PA	CDY29274.1
A01p18250.1_BnaDARv10-PA	CDY29275.1
A01p18280.1_BnaDARv10-PA	CDY61462.1
A01p18300.1_BnaDARv10-PA	CDY61462.1
A01p18430.1_BnaDARv10-PA	CDY29285.1
A01p18440.1_BnaDARv10-PA	CDY29286.1
A01p18460.1_BnaDARv10-PA	CDY29291.1
A01p18480.1_BnaDARv10-PA	CDY29294.1
A01p18490.1_BnaDARv10-PA	CDY29295.1
A01p18510.1_BnaDARv10-PA	CDY29298.1
A01p18530.1_BnaDARv10-PA	CDY29300.1
A01p18540.1_BnaDARv10-PA	CDY29301.1
A01p18560.1_BnaDARv10-PA	CDY29302.1
A01p18570.1_BnaDARv10-PA	CDY29303.1
A01p18580.1_BnaDARv10-PA	CDY29304.1
A01p18600.1_BnaDARv10-PA	CDY29310.1
A01p18610.1_BnaDARv10-PA	CDY29311.1
A01p18620.1_BnaDARv10-PA	CDY29312.1
A01p18640.1_BnaDARv10-PA	CDY29313.1
A01p18680.1_BnaDARv10-PA	CDY29317.1
A01p18690.1_BnaDARv10-PA	CDY71890.1
A01p18750.1_BnaDARv10-PA	CDY19056.1
A01p18770.1_BnaDARv10-PA	CDY19055.1
A01p18790.1_BnaDARv10-PA	CDY19053.1
A01p18820.1_BnaDARv10-PA	CDY19051.1
A01p18850.1_BnaDARv10-PA	CDY19049.1
A01p18860.1_BnaDARv10-PA	CDY69999.1
A01p18910.1_BnaDARv10-PA	CDY52991.1
A01p18920.1_BnaDARv10-PA	CDY19046.1
A01p18930.1_BnaDARv10-PA	CDY52993.1
A01p18950.1_BnaDARv10-PA	CDY52995.1
A01p18990.1_BnaDARv10-PA	CDY19041.1
A01p19000.1_BnaDARv10-PA	CDY52999.1
A01p19050.1_BnaDARv10-PA	CDY55336.1
A01p19070.1_BnaDARv10-PA	CDY55338.1
A01p19080.1_BnaDARv10-PA	CDY55339.1
A01p19110.1_BnaDARv10-PA	CDY55343.1
A01p19120.1_BnaDARv10-PA	CDY30236.1
A01p19150.1_BnaDARv10-PA	CDY55348.1
A01p19160.1_BnaDARv10-PA	CDY55350.1
A01p19170.1_BnaDARv10-PA	CDY19030.1
A01p19180.1_BnaDARv10-PA	CDY71610.1
A01p19190.1_BnaDARv10-PA	CDY19029.1
A01p19200.1_BnaDARv10-PA	CDY19028.1
A01p19210.1_BnaDARv10-PA	CDY19027.1
A01p19220.1_BnaDARv10-PA	CDY19025.1
A01p19240.1_BnaDARv10-PA	CDY19023.1
A01p19250.1_BnaDARv10-PA	CDY19022.1
A01p19280.1_BnaDARv10-PA	CDY31394.1
A01p19300.1_BnaDARv10-PA	CDY19018.1
A01p19320.1_BnaDARv10-PA	CDY70517.1
A01p19330.1_BnaDARv10-PA	CDY60127.1
A01p19340.1_BnaDARv10-PA	CDY60125.1
A01p19350.1_BnaDARv10-PA	CDY71170.1
A01p19360.1_BnaDARv10-PA	CDY19015.1
A01p19420.1_BnaDARv10-PA	CDY19010.1
A01p19430.1_BnaDARv10-PA	CDY19009.1
A01p19450.1_BnaDARv10-PA	CDY19007.1
A01p19500.1_BnaDARv10-PA	CDY19005.1
A01p19520.1_BnaDARv10-PA	CDY19004.1
A01p19550.1_BnaDARv10-PA	CDY42471.1
A01p19590.1_BnaDARv10-PA	CDY18998.1
A01p19600.1_BnaDARv10-PA	CDY18997.1
A01p19610.1_BnaDARv10-PA	CDY18996.1
A01p19640.1_BnaDARv10-PA	CDY18994.1
A01p19650.1_BnaDARv10-PA	CDY18993.1
A01p19660.1_BnaDARv10-PA	CDY18990.1
A01p19670.1_BnaDARv10-PA	CDY18988.1
A01p19680.1_BnaDARv10-PA	CDY18987.1
A01p19690.1_BnaDARv10-PA	CDY18986.1
A01p19740.1_BnaDARv10-PA	CDY18983.1
A01p19770.1_BnaDARv10-PA	CDY10102.1
A01p19780.1_BnaDARv10-PA	CDY49659.1
A01p19790.1_BnaDARv10-PA	CDY49660.1
A01p19800.1_BnaDARv10-PA	CDY49661.1
A01p19810.1_BnaDARv10-PA	CDY49662.1
A01p19820.1_BnaDARv10-PA	CDY49663.1
A01p19860.1_BnaDARv10-PA	CDY18971.1
A01p19880.1_BnaDARv10-PA	CDY67061.1
A01p19920.1_BnaDARv10-PA	CDY58852.1
A01p19930.1_BnaDARv10-PA	CDY65976.1
A01p19940.1_BnaDARv10-PA	CDY58851.1
A01p19950.1_BnaDARv10-PA	CDY65976.1
A01p20000.1_BnaDARv10-PA	CDY65118.1
A01p20010.1_BnaDARv10-PA	CDY65119.1
A01p20020.1_BnaDARv10-PA	CDY65120.1
A01p20030.1_BnaDARv10-PA	CDY65121.1
A01p20040.1_BnaDARv10-PA	CDY65122.1
A01p20060.1_BnaDARv10-PA	CDY42978.1
A01p20070.1_BnaDARv10-PA	CDY42977.1
A01p20080.1_BnaDARv10-PA	CDY42976.1
A01p20100.1_BnaDARv10-PA	CDY42974.1
A01p20110.1_BnaDARv10-PA	CDY35587.1
A01p20140.1_BnaDARv10-PA	CDY42970.1
A01p20160.1_BnaDARv10-PA	CDY42968.1
A01p20170.1_BnaDARv10-PA	CDY42967.1
A01p20180.1_BnaDARv10-PA	CDY42965.1
A01p20190.1_BnaDARv10-PA	CDY42964.1
A01p20200.1_BnaDARv10-PA	CDY42963.1
A01p20210.1_BnaDARv10-PA	CDY35596.1
A01p20220.1_BnaDARv10-PA	CDY42960.1
A01p20240.1_BnaDARv10-PA	CDY67767.1
A01p20270.1_BnaDARv10-PA	CDY42955.1
A01p20280.1_BnaDARv10-PA	CDY42954.1
A01p20300.1_BnaDARv10-PA	CDY42951.1
A01p20310.1_BnaDARv10-PA	CDY42950.1
A01p20320.1_BnaDARv10-PA	CDY42949.1
A01p20330.1_BnaDARv10-PA	CDY42948.1
A01p20350.1_BnaDARv10-PA	CDY42946.1
A01p20370.1_BnaDARv10-PA	CDY42944.1
A01p20390.1_BnaDARv10-PA	CDY42943.1
A01p20420.1_BnaDARv10-PA	CDY42941.1
A01p20460.1_BnaDARv10-PA	CDY42939.1
A01p20470.1_BnaDARv10-PA	CDY42938.1
A01p20480.1_BnaDARv10-PA	CDY42937.1
A01p20530.1_BnaDARv10-PA	CDY48838.1
A01p20540.1_BnaDARv10-PA	CDY54751.1
A01p20550.1_BnaDARv10-PA	CDY54747.1
A01p20570.1_BnaDARv10-PA	CDY54746.1
A01p20580.1_BnaDARv10-PA	CDY54745.1
A01p20590.1_BnaDARv10-PA	CDY54743.1
A01p20600.1_BnaDARv10-PA	CDY71711.1
A01p20620.1_BnaDARv10-PA	CDY60185.1
A01p20660.1_BnaDARv10-PA	CDY60190.1
A01p20670.1_BnaDARv10-PA	CDY60192.1
A01p20750.1_BnaDARv10-PA	CDY32274.1
A01p20760.1_BnaDARv10-PA	CDY32273.1
A01p20770.1_BnaDARv10-PA	CDY32272.1
A01p20800.1_BnaDARv10-PA	CDY32271.1
A01p20830.1_BnaDARv10-PA	CDY32269.1
A01p20840.1_BnaDARv10-PA	CDY32267.1
A01p20850.1_BnaDARv10-PA	CDY32266.1
A01p20860.1_BnaDARv10-PA	CDY32265.1
A01p20870.1_BnaDARv10-PA	CDY32264.1
A01p20880.1_BnaDARv10-PA	CDY32263.1
A01p20890.1_BnaDARv10-PA	CDY32262.1
A01p20900.1_BnaDARv10-PA	CDY32261.1
A01p20930.1_BnaDARv10-PA	CDY32258.1
A01p20940.1_BnaDARv10-PA	CDY32258.1
A01p20970.1_BnaDARv10-PA	CDY32254.1
A01p20980.1_BnaDARv10-PA	CDY32252.1
A01p21090.1_BnaDARv10-PA	CDY32249.1
A01p21100.1_BnaDARv10-PA	CDY32248.1
A01p21120.1_BnaDARv10-PA	CDY32246.1
A01p21140.1_BnaDARv10-PA	CDY32245.1
A01p21150.1_BnaDARv10-PA	CDY32244.1
A01p21160.1_BnaDARv10-PA	CDY32243.1
A01p21170.1_BnaDARv10-PA	CDY32242.1
A01p21190.1_BnaDARv10-PA	CDY32241.1
A01p21200.1_BnaDARv10-PA	CDY32240.1
A01p21210.1_BnaDARv10-PA	CDY32239.1
A01p21220.1_BnaDARv10-PA	CDY32238.1
A01p21250.1_BnaDARv10-PA	CDY32236.1
A01p21260.1_BnaDARv10-PA	CDY32235.1
A01p21270.1_BnaDARv10-PA	CDY32234.1
A01p21280.1_BnaDARv10-PA	CDY32233.1
A01p21290.1_BnaDARv10-PA	CDY32232.1
A01p21300.1_BnaDARv10-PA	CDY42543.1
A01p21310.1_BnaDARv10-PA	CDY32230.1
A01p21320.1_BnaDARv10-PA	CDY32229.1
A01p21340.1_BnaDARv10-PA	CDY32228.1
A01p21360.1_BnaDARv10-PA	CDY32227.1
A01p21370.1_BnaDARv10-PA	CDY32226.1
A01p21390.1_BnaDARv10-PA	CDY32223.1
A01p21400.1_BnaDARv10-PA	CDY32222.1
A01p21410.1_BnaDARv10-PA	CDY32221.1
A01p21430.1_BnaDARv10-PA	CDY32219.1
A01p21440.1_BnaDARv10-PA	CDY32218.1
A01p21470.1_BnaDARv10-PA	CDY32215.1
A01p21480.1_BnaDARv10-PA	CDY32214.1
A01p21490.1_BnaDARv10-PA	CDY32213.1
A01p21500.1_BnaDARv10-PA	CDY32212.1
A01p21520.1_BnaDARv10-PA	CDY32211.1
A01p21530.1_BnaDARv10-PA	CDY32210.1
A01p21550.1_BnaDARv10-PA	CDY22880.1
A01p21560.1_BnaDARv10-PA	CDY22882.1
A01p21620.1_BnaDARv10-PA	CDY22883.1
A01p21650.1_BnaDARv10-PA	CDY22889.1
A01p21660.1_BnaDARv10-PA	CDY22890.1
A01p21670.1_BnaDARv10-PA	CDY22891.1
A01p21680.1_BnaDARv10-PA	CDY22894.1
A01p21690.1_BnaDARv10-PA	CDY22895.1
A01p21710.1_BnaDARv10-PA	CDY22897.1
A01p21720.1_BnaDARv10-PA	CDY22898.1
A01p21740.1_BnaDARv10-PA	CDY70424.1
A01p21750.1_BnaDARv10-PA	CDY22900.1
A01p21760.1_BnaDARv10-PA	CDY22901.1
A01p21790.1_BnaDARv10-PA	CDY35795.1
A01p21880.1_BnaDARv10-PA	CDY66331.1
A01p21890.1_BnaDARv10-PA	CDY66332.1
A01p21900.1_BnaDARv10-PA	CDY66333.1
A01p21910.1_BnaDARv10-PA	CDY66333.1
A01p21930.1_BnaDARv10-PA	CDY69190.1
A01p21940.1_BnaDARv10-PA	CDY64795.1
A01p21960.1_BnaDARv10-PA	CDY52174.1
A01p21970.1_BnaDARv10-PA	CDY64792.1
A01p21980.1_BnaDARv10-PA	CDY64791.1
A01p21990.1_BnaDARv10-PA	CDY22902.1
A01p22000.1_BnaDARv10-PA	CDY22903.1
A01p22030.1_BnaDARv10-PA	CDY22905.1
A01p22040.1_BnaDARv10-PA	CDY22907.1
A01p22050.1_BnaDARv10-PA	CDY22908.1
A01p22060.1_BnaDARv10-PA	CDY22909.1
A01p22070.1_BnaDARv10-PA	CDY22910.1
A01p22100.1_BnaDARv10-PA	CDY22914.1
A01p22110.1_BnaDARv10-PA	CDY22915.1
A01p22120.1_BnaDARv10-PA	CDY22916.1
A01p22130.1_BnaDARv10-PA	CDY22917.1
A01p22170.1_BnaDARv10-PA	CDY22920.1
A01p22210.1_BnaDARv10-PA	CDY22924.1
A01p22220.1_BnaDARv10-PA	CDY22925.1
A01p22230.1_BnaDARv10-PA	CDY22926.1
A01p22240.1_BnaDARv10-PA	CDY48294.1
A01p22260.1_BnaDARv10-PA	CDY22927.1
A01p22270.1_BnaDARv10-PA	CDY22928.1
A01p22280.1_BnaDARv10-PA	CDY57232.1
A01p22290.1_BnaDARv10-PA	CDY22930.1
A01p22310.1_BnaDARv10-PA	CDY22931.1
A01p22320.1_BnaDARv10-PA	CDY22932.1
A01p22350.1_BnaDARv10-PA	CDY22936.1
A01p22380.1_BnaDARv10-PA	CDY22937.1
A01p22390.1_BnaDARv10-PA	CDY22938.1
A01p22420.1_BnaDARv10-PA	CDY22940.1
A01p22440.1_BnaDARv10-PA	CDY22942.1
A01p22450.1_BnaDARv10-PA	CDY50280.1
A01p22460.1_BnaDARv10-PA	CDY50275.1
A01p22470.1_BnaDARv10-PA	CDY50280.1
A01p22480.1_BnaDARv10-PA	CDY50280.1
A01p22490.1_BnaDARv10-PA	CDY50279.1
A01p22500.1_BnaDARv10-PA	CDY50278.1
A01p22510.1_BnaDARv10-PA	CDY50277.1
A01p22530.1_BnaDARv10-PA	CDY50275.1
A01p22540.1_BnaDARv10-PA	CDY50274.1
A01p22560.1_BnaDARv10-PA	CDY50271.1
A01p22580.1_BnaDARv10-PA	CDY50269.1
A01p22590.1_BnaDARv10-PA	CDY50267.1
A01p22600.1_BnaDARv10-PA	CDY50266.1
A01p22630.1_BnaDARv10-PA	CDY29781.1
A01p22640.1_BnaDARv10-PA	CDY29780.1
A01p22650.1_BnaDARv10-PA	CDY29779.1
A01p22660.1_BnaDARv10-PA	CDY42795.1
A01p22690.1_BnaDARv10-PA	CDY68156.1
A01p22710.1_BnaDARv10-PA	CDY29775.1
A01p22750.1_BnaDARv10-PA	CDY29774.1
A01p22760.1_BnaDARv10-PA	CDY29773.1
A01p22770.1_BnaDARv10-PA	CDY29772.1
A01p22800.1_BnaDARv10-PA	CDY29770.1
A01p22810.1_BnaDARv10-PA	CDY29769.1
A01p22830.1_BnaDARv10-PA	CDY29767.1
A01p22860.1_BnaDARv10-PA	CDY29765.1
A01p22880.1_BnaDARv10-PA	CDY29762.1
A01p22960.1_BnaDARv10-PA	CDY29757.1
A01p22980.1_BnaDARv10-PA	CDY29755.1
A01p23000.1_BnaDARv10-PA	CDY16260.1
A01p23010.1_BnaDARv10-PA	CDY29753.1
A01p23020.1_BnaDARv10-PA	CDY29752.1
A01p23030.1_BnaDARv10-PA	CDY29751.1
A01p23050.1_BnaDARv10-PA	CDY29750.1
A01p23060.1_BnaDARv10-PA	CDY29749.1
A01p23080.1_BnaDARv10-PA	CDY29748.1
A01p23160.1_BnaDARv10-PA	CDY29745.1
A01p23170.1_BnaDARv10-PA	CDY29744.1
A01p23190.1_BnaDARv10-PA	CDY29742.1
A01p23210.1_BnaDARv10-PA	CDY29741.1
A01p23220.1_BnaDARv10-PA	CDY29740.1
A01p23230.1_BnaDARv10-PA	CDY29739.1
A01p23240.1_BnaDARv10-PA	CDY64664.1
A01p23270.1_BnaDARv10-PA	CDY33264.1
A01p23310.1_BnaDARv10-PA	CDY33266.1
A01p23320.1_BnaDARv10-PA	CDY33267.1
A01p23330.1_BnaDARv10-PA	CDY16295.1
A01p23370.1_BnaDARv10-PA	CDY33271.1
A01p23400.1_BnaDARv10-PA	CDY33273.1
A01p23410.1_BnaDARv10-PA	CDY33274.1
A01p23430.1_BnaDARv10-PA	CDY33277.1
A01p23440.1_BnaDARv10-PA	CDY33278.1
A01p23460.1_BnaDARv10-PA	CDY33280.1
A01p23470.1_BnaDARv10-PA	CDY33281.1
A01p23480.1_BnaDARv10-PA	CDY33282.1
A01p23490.1_BnaDARv10-PA	CDY33283.1
A01p23530.1_BnaDARv10-PA	CDY33284.1
A01p23540.1_BnaDARv10-PA	CDY33286.1
A01p23550.1_BnaDARv10-PA	CDY33287.1
A01p23560.1_BnaDARv10-PA	CDY33288.1
A01p23570.1_BnaDARv10-PA	CDY33289.1
A01p23580.1_BnaDARv10-PA	CDY33290.1
A01p23590.1_BnaDARv10-PA	CDY33292.1
A01p23650.1_BnaDARv10-PA	CDY33298.1
A01p23690.1_BnaDARv10-PA	CDY33303.1
A01p23710.1_BnaDARv10-PA	CDY33305.1
A01p23770.1_BnaDARv10-PA	CDY57644.1
A01p23780.1_BnaDARv10-PA	CDY57645.1
A01p23790.1_BnaDARv10-PA	CDY57649.1
A01p23800.1_BnaDARv10-PA	CDY57650.1
A01p23830.1_BnaDARv10-PA	CDY71010.1
A01p23860.1_BnaDARv10-PA	CDY33307.1
A01p23940.1_BnaDARv10-PA	CDY33310.1
A01p23960.1_BnaDARv10-PA	CDY33311.1
A01p23970.1_BnaDARv10-PA	CDY49404.1
A01p24000.1_BnaDARv10-PA	CDY49400.1
A01p24010.1_BnaDARv10-PA	CDY49398.1
A01p24040.1_BnaDARv10-PA	CDY67513.1
A01p24050.1_BnaDARv10-PA	CDY71673.1
A01p24060.1_BnaDARv10-PA	CDY65651.1
A01p24080.1_BnaDARv10-PA	CDY65652.1
A01p24140.1_BnaDARv10-PA	CDY54696.1
A01p24150.1_BnaDARv10-PA	CDY54699.1
A01p24190.1_BnaDARv10-PA	CDY71058.1
A01p24360.1_BnaDARv10-PA	CDY57680.1
A01p24380.1_BnaDARv10-PA	CDY70622.1
A01p24390.1_BnaDARv10-PA	CDY68938.1
A01p24450.1_BnaDARv10-PA	CDY53333.1
A01p24480.1_BnaDARv10-PA	CDY53335.1
A01p24690.1_BnaDARv10-PA	CDY72340.1
A01p24720.1_BnaDARv10-PA	CDY69703.1
A01p24770.1_BnaDARv10-PA	CDY61850.1
A01p24780.1_BnaDARv10-PA	CDY61849.1
A01p25020.1_BnaDARv10-PA	CDY08101.1
A01p25030.1_BnaDARv10-PA	CDY66120.1
A01p25050.1_BnaDARv10-PA	CDY64707.1
A01p25130.1_BnaDARv10-PA	CDY67759.1
A01p25220.1_BnaDARv10-PA	CDY37911.1
A01p25280.1_BnaDARv10-PA	CDY60104.1
A01p25300.1_BnaDARv10-PA	CDY69734.1
A01p25440.1_BnaDARv10-PA	CDY58074.1
A01p25450.1_BnaDARv10-PA	CDY57177.1
A01p25480.1_BnaDARv10-PA	CDY69815.1
A01p25520.1_BnaDARv10-PA	CDY57351.1
A01p25560.1_BnaDARv10-PA	CDY52209.1
A01p25570.1_BnaDARv10-PA	CDY52208.1
A01p25610.1_BnaDARv10-PA	CDY53330.1
A01p25640.1_BnaDARv10-PA	CDY53329.1
A01p25660.1_BnaDARv10-PA	CDY53327.1
A01p25670.1_BnaDARv10-PA	CDY08080.1
A01p25680.1_BnaDARv10-PA	CDY69547.1
A01p25690.1_BnaDARv10-PA	CDY60454.1
A01p25700.1_BnaDARv10-PA	CDY60455.1
A01p25710.1_BnaDARv10-PA	CDY60456.1
A01p25720.1_BnaDARv10-PA	CDY60457.1
A01p25760.1_BnaDARv10-PA	CDY70693.1
A01p25780.1_BnaDARv10-PA	CDY14731.1
A01p25800.1_BnaDARv10-PA	CDY53424.1
A01p25940.1_BnaDARv10-PA	CDY67077.1
A01p25950.1_BnaDARv10-PA	CDY38073.1
A01p26110.1_BnaDARv10-PA	CDY32396.1
A01p26220.1_BnaDARv10-PA	CDY53444.1
A01p26300.1_BnaDARv10-PA	CDY53240.1
A01p26330.1_BnaDARv10-PA	CDY53237.1
A01p26380.1_BnaDARv10-PA	CDY71890.1
A01p26440.1_BnaDARv10-PA	CDY23691.1
A01p26490.1_BnaDARv10-PA	CDY48148.1
A01p26530.1_BnaDARv10-PA	CDY23704.1
A01p26570.1_BnaDARv10-PA	CDY29738.1
A01p26580.1_BnaDARv10-PA	CDY23707.1
A01p26610.1_BnaDARv10-PA	CDY29737.1
A01p26650.1_BnaDARv10-PA	CDY29736.1
A01p26660.1_BnaDARv10-PA	CDY29735.1
A01p26670.1_BnaDARv10-PA	CDY29734.1
A01p26680.1_BnaDARv10-PA	CDY29731.1
A01p26700.1_BnaDARv10-PA	CDY29730.1
A01p26710.1_BnaDARv10-PA	CDY29729.1
A01p26720.1_BnaDARv10-PA	CDY29728.1
A01p26740.1_BnaDARv10-PA	CDY29727.1
A01p26760.1_BnaDARv10-PA	CDY29725.1
A01p26790.1_BnaDARv10-PA	CDY29722.1
A01p26820.1_BnaDARv10-PA	CDY29718.1
A01p26830.1_BnaDARv10-PA	CDY29717.1
A01p26860.1_BnaDARv10-PA	CDY29715.1
A01p26890.1_BnaDARv10-PA	CDY50373.1
A01p26900.1_BnaDARv10-PA	CDY54103.1
A01p26910.1_BnaDARv10-PA	CDY54102.1
A01p26940.1_BnaDARv10-PA	CDY71461.1
A01p26950.1_BnaDARv10-PA	CDY59615.1
A01p26960.1_BnaDARv10-PA	CDY44814.1
A01p26970.1_BnaDARv10-PA	CDY44815.1
A01p26980.1_BnaDARv10-PA	CDY44816.1
A01p27000.1_BnaDARv10-PA	CDY44817.1
A01p27050.1_BnaDARv10-PA	CDY44822.1
A01p27060.1_BnaDARv10-PA	CDY44825.1
A01p27070.1_BnaDARv10-PA	CDY48376.1
A01p27110.1_BnaDARv10-PA	CDY48379.1
A01p27140.1_BnaDARv10-PA	CDY43482.1
A01p27150.1_BnaDARv10-PA	CDY43483.1
A01p27160.1_BnaDARv10-PA	CDY43484.1
A01p27170.1_BnaDARv10-PA	CDY43485.1
A01p27180.1_BnaDARv10-PA	CDY17558.1
A01p27200.1_BnaDARv10-PA	CDY17559.1
A01p27210.1_BnaDARv10-PA	CDY43489.1
A01p27260.1_BnaDARv10-PA	CDY43491.1
A01p27290.1_BnaDARv10-PA	CDY54101.1
A01p27310.1_BnaDARv10-PA	CDY54100.1
A01p27320.1_BnaDARv10-PA	CDY54099.1
A01p27330.1_BnaDARv10-PA	CDY54098.1
A01p27360.1_BnaDARv10-PA	CDY54096.1
A01p27370.1_BnaDARv10-PA	CDY65545.1
A01p27380.1_BnaDARv10-PA	CDY65544.1
A01p27390.1_BnaDARv10-PA	CDY65543.1
A01p27410.1_BnaDARv10-PA	CDY58132.1
A01p27430.1_BnaDARv10-PA	CDY41712.1
A01p27440.1_BnaDARv10-PA	CDY42363.1
A01p27460.1_BnaDARv10-PA	CDY42364.1
A01p27480.1_BnaDARv10-PA	CDY42366.1
A01p27510.1_BnaDARv10-PA	CDY42369.1
A01p27550.1_BnaDARv10-PA	CDY48398.1
A01p27590.1_BnaDARv10-PA	CDY48402.1
A01p27600.1_BnaDARv10-PA	CDY48403.1
A01p27650.1_BnaDARv10-PA	CDY48407.1
A01p27660.1_BnaDARv10-PA	CDY48408.1
A01p27720.1_BnaDARv10-PA	CDY64180.1
A01p27730.1_BnaDARv10-PA	CDY48409.1
A01p27740.1_BnaDARv10-PA	CDY48410.1
A01p27790.1_BnaDARv10-PA	CDY62594.1
A01p27800.1_BnaDARv10-PA	CDY62596.1
A01p27870.1_BnaDARv10-PA	CDY23796.1
A01p27940.1_BnaDARv10-PA	CDY23801.1
A01p28000.1_BnaDARv10-PA	CDY66922.1
A01p28040.1_BnaDARv10-PA	CDY53138.1
A01p28050.1_BnaDARv10-PA	CDY53139.1
A01p28070.1_BnaDARv10-PA	CDY53140.1
A01p28080.1_BnaDARv10-PA	CDY53141.1
A01p28090.1_BnaDARv10-PA	CDY53142.1
A01p28100.1_BnaDARv10-PA	CDY53143.1
A01p28110.1_BnaDARv10-PA	CDY53144.1
A01p28120.1_BnaDARv10-PA	CDY53145.1
A01p28150.1_BnaDARv10-PA	CDY53149.1
A01p28160.1_BnaDARv10-PA	CDY53151.1
A01p28170.1_BnaDARv10-PA	CDY23805.1
A01p28180.1_BnaDARv10-PA	CDY23807.1
A01p28190.1_BnaDARv10-PA	CDY46867.1
A01p28230.1_BnaDARv10-PA	CDY66218.1
A01p28300.1_BnaDARv10-PA	CDY23814.1
A01p28310.1_BnaDARv10-PA	CDY23816.1
A01p28360.1_BnaDARv10-PA	CDY23820.1
A01p28380.1_BnaDARv10-PA	CDY23822.1
A01p28420.1_BnaDARv10-PA	CDY65408.1
A01p28430.1_BnaDARv10-PA	CDY65407.1
A01p28500.1_BnaDARv10-PA	CDY44564.1
A01p28550.1_BnaDARv10-PA	CDY44562.1
A01p28590.1_BnaDARv10-PA	CDY44558.1
A01p28600.1_BnaDARv10-PA	CDY44557.1
A01p28650.1_BnaDARv10-PA	CDY44553.1
A01p28660.1_BnaDARv10-PA	CDY44552.1
A01p28670.1_BnaDARv10-PA	CDY44551.1
A01p28690.1_BnaDARv10-PA	CDY67323.1
A01p28700.1_BnaDARv10-PA	CDY67325.1
A01p28710.1_BnaDARv10-PA	CDY44550.1
A01p28720.1_BnaDARv10-PA	CDY44549.1
A01p28740.1_BnaDARv10-PA	CDY44547.1
A01p28790.1_BnaDARv10-PA	CDY65064.1
A01p28800.1_BnaDARv10-PA	CDY65063.1
A01p28830.1_BnaDARv10-PA	CDY72633.1
A01p28860.1_BnaDARv10-PA	CDY24494.1
A01p28880.1_BnaDARv10-PA	CDY24496.1
A01p28890.1_BnaDARv10-PA	CDY24497.1
A01p28900.1_BnaDARv10-PA	CDY24498.1
A01p28910.1_BnaDARv10-PA	CDY24499.1
A01p28920.1_BnaDARv10-PA	CDY24500.1
A01p28930.1_BnaDARv10-PA	CDY24501.1
A01p28960.1_BnaDARv10-PA	CDY24504.1
A01p28970.1_BnaDARv10-PA	CDY61158.1
A01p28990.1_BnaDARv10-PA	CDY24507.1
