#Query (assembly 1) 	 Query (assembly 2)	 Gene name (assembly 2)	UniProt ID (assembly 2)	EC number (assembly 2)
A01p00020.1_BnaDARv10-PA	CDY61895.1	BnaAnng17970D	A0A078JBT0	
A01p09650.1_BnaDARv10-PA	CDY67913.1	BnaCnng56940D	A0A078JK72	
A01p09670.1_BnaDARv10-PA	CDY38411.1	BnaC01g10200D	A0A078HL70	
A01p09680.1_BnaDARv10-PA	CDY38412.1	BnaC01g10210D	A0A078HKK8	
A01p09770.1_BnaDARv10-PA	CDY38421.1	BnaC01g10300D	A0A078HL83	1.11.1.7
A01p09790.1_BnaDARv10-PA	CDY60787.1	BnaCnng36930D	A0A078JA88	
A01p09810.1_BnaDARv10-PA	CDY60785.1	BnaCnng36910D	A0A078J7R8	
A01p09840.1_BnaDARv10-PA	CDY54786.1	BnaAnng13560D	A0A078IU41	
A01p09850.1_BnaDARv10-PA	CDY54781.1	BnaAnng13520D	A0A078IXD4	
A01p09860.1_BnaDARv10-PA	CDY54780.1	BnaAnng13510D	A0A078IU39	
A01p09870.1_BnaDARv10-PA	CDY44515.1	BnaC01g10340D	A0A078I122	
A01p09890.1_BnaDARv10-PA	CDY44512.1	BnaC01g10370D	A0A078I3B8	
A01p09920.1_BnaDARv10-PA	CDY70860.1	BnaAnng35310D	A0A078JWT0	
A01p09930.1_BnaDARv10-PA	CDY44507.1	BnaC01g10420D	A0A078I392	
A01p09950.1_BnaDARv10-PA	CDY44504.1	BnaC01g10450D	A0A078I4R3	
A01p09960.1_BnaDARv10-PA	CDY44503.1	BnaC01g10460D	A0A078I5V1	2.3.2.27
A01p09970.1_BnaDARv10-PA	CDY44502.1	BnaC01g10470D	A0A078I387	
A01p10000.1_BnaDARv10-PA	CDY44499.1	BnaC01g10500D	A0A078I4Q6	
A01p10010.1_BnaDARv10-PA	CDY44498.1	BnaC01g10510D	A0A078I5U5	
A01p10020.1_BnaDARv10-PA	CDY44497.1	BnaC01g10520D	A0A078I381	2.7.11.1
A01p10050.1_BnaDARv10-PA	CDY44493.1	BnaC01g10560D	A0A078I5T4	
A01p10070.1_BnaDARv10-PA	CDY61674.1	BnaC01g40840D	A0A078J5I4	
A01p10100.1_BnaDARv10-PA	CDY61670.1	BnaC01g40810D	A0A078J9D6	
A01p10120.1_BnaDARv10-PA	CDY61668.1	BnaC01g40790D	A0A078J5H9	
A01p10320.1_BnaDARv10-PA	CDY60877.1	BnaC01g40850D	A0A078J9T5	
A01p10350.1_BnaDARv10-PA	CDY60881.1	BnaC01g40880D	A0A078CQ55	
A01p10360.1_BnaDARv10-PA	CDY60882.1	BnaC01g40890D	A0A078J7Z8	
A01p10380.1_BnaDARv10-PA	CDY60883.1	BnaC01g40900D	A0A078J9U2	
A01p10390.1_BnaDARv10-PA	CDY60884.1	BnaC01g40910D	A0A078JAG3	
A01p10610.1_BnaDARv10-PA	CDY53995.1	BnaA03g58200D	A0A078ISE6	
A01p10630.1_BnaDARv10-PA	CDY67351.1	BnaCnng54640D	A0A078JNR0	
A01p10640.1_BnaDARv10-PA	CDY67350.1	BnaCnng54630D	A0A078CUM2	
A01p10660.1_BnaDARv10-PA	CDY58019.1	BnaC07g48850D	A0A078J5A1	
A01p10740.1_BnaDARv10-PA	CDY34051.1	BnaC03g62810D	A0A078H8D0	2.7.11.1
A01p10750.1_BnaDARv10-PA	CDY64920.1	BnaC07g50200D	A0A078JEP2	
A01p10980.1_BnaDARv10-PA	CDY09267.1	BnaC03g62970D	A0A078F837	
A01p11200.1_BnaDARv10-PA	CDY09282.1	BnaC03g63120D	A0A078F852	
A01p11210.1_BnaDARv10-PA	CDY68433.1	BnaAnng27240D	A0A078JLP7	
A01p11220.1_BnaDARv10-PA	CDY70791.1	BnaAnng35050D	A0A078JZ30	
A01p11250.1_BnaDARv10-PA	CDY35059.1	BnaA06g10690D	A0A078HC84	
A01p11640.1_BnaDARv10-PA	CDY65203.1	BnaCnng46010D	A0A078JC37	
A01p11680.1_BnaDARv10-PA	CDY51918.1	BnaC01g41070D	A0A078IS70	
A01p11690.1_BnaDARv10-PA	CDY59140.1	BnaA01g34990D	A0A078J733	
A01p11700.1_BnaDARv10-PA	CDY59139.1	BnaA01g34980D	A0A078J4U4	
A01p11710.1_BnaDARv10-PA	CDY68017.1	BnaA01g34970D	A0A078JRG4	
A01p11730.1_BnaDARv10-PA	CDY51886.1	BnaC01g41270D	A0A078IPJ7	
A01p11760.1_BnaDARv10-PA	CDY51891.1	BnaC01g41320D	A0A078IPK3	
A01p11770.1_BnaDARv10-PA	CDY51892.1	BnaC01g41330D	A0A078IPN2	2.4.2.-
A01p11820.1_BnaDARv10-PA	CDY50054.1	BnaCnng18610D	A0A078IL13	
A01p11850.1_BnaDARv10-PA	CDY50057.1	BnaCnng18640D	A0A078IJI1	
A01p11880.1_BnaDARv10-PA	CDY50060.1	BnaCnng18670D	A0A078IGP0	
A01p11920.1_BnaDARv10-PA	CDY50064.1	BnaCnng18710D	A0A078IL23	2.4.1.-
A01p11950.1_BnaDARv10-PA	CDY68962.1	BnaA01g35040D	A0A078JU12	
A01p11960.1_BnaDARv10-PA	CDY66354.1	BnaA01g35060D	A0A078JI52	
A01p11980.1_BnaDARv10-PA	CDY71950.1	BnaAnng39340D	A0A078K008	
A01p11990.1_BnaDARv10-PA	CDY67613.1	BnaCnng55660D	A0A078JJ56	
A01p12210.1_BnaDARv10-PA	CDY68906.1	BnaCnng61030D	A0A078JTE4	
A01p12280.1_BnaDARv10-PA	CDY69774.1	BnaAnng31480D	A0A078JSK2	
A01p12310.1_BnaDARv10-PA	CDY31428.1	BnaC03g63960D	A0A078H3L3	
A01p12470.1_BnaDARv10-PA	CDY58485.1	BnaA03g58540D	A0A078J3P4	
A01p12490.1_BnaDARv10-PA	CDY45376.1	BnaA09g12610D	A0A078I629	
A01p12660.1_BnaDARv10-PA	CDY67443.1	BnaAnng24260D	A0A078JIQ4	
A01p12670.1_BnaDARv10-PA	CDY67444.1	BnaAnng24270D	A0A078JKY2	
A01p12680.1_BnaDARv10-PA	CDY67445.1	BnaAnng24280D	A0A078JLY9	
A01p12690.1_BnaDARv10-PA	CDY67446.1	BnaAnng24290D	A0A078JNZ5	2.3.2.27
A01p12730.1_BnaDARv10-PA	CDY63479.1	BnaC01g41220D	A0A078JC31	
A01p12750.1_BnaDARv10-PA	CDY63474.1	BnaC01g41180D	A0A078JE85	
A01p13030.1_BnaDARv10-PA	CDY42027.1	BnaC04g01050D	A0A078HW68	2.7.7.6
A01p13120.1_BnaDARv10-PA	CDY68973.1	BnaCnng61220D	A0A078JN73	
A01p13140.1_BnaDARv10-PA	CDY27419.1	BnaC03g64590D	A0A078GQD3	
A01p13290.1_BnaDARv10-PA	CDY11740.1	BnaC03g58380D	A0A078FBG9	
A01p13740.1_BnaDARv10-PA	CDY33532.1	BnaC02g26240D	A0A078H7X0	
A01p13750.1_BnaDARv10-PA	CDY27450.1	BnaC03g64900D	A0A078GLH9	
A01p13890.1_BnaDARv10-PA	CDY71452.1	BnaCnng72960D	A0A078K0M4	
A01p13960.1_BnaDARv10-PA	CDY72058.1	BnaAnng39750D	A0A078JWL6	
A01p14040.1_BnaDARv10-PA	CDY41291.1	BnaA01g12480D	A0A078HUB9	
A01p14050.1_BnaDARv10-PA	CDY41290.1	BnaA01g12490D	A0A078HRQ1	
A01p14070.1_BnaDARv10-PA	CDY41289.1	BnaA01g12500D	A0A078HVA1	
A01p14080.1_BnaDARv10-PA	CDY41288.1	BnaA01g12510D	A0A078HWZ6	
A01p14090.1_BnaDARv10-PA	CDY41287.1	BnaA01g12520D	A0A078HTU5	
A01p14100.1_BnaDARv10-PA	CDY41286.1	BnaA01g12530D	A0A078HUB6	
A01p14110.1_BnaDARv10-PA	CDY41285.1	BnaA01g12540D	A0A078HRP6	
A01p14130.1_BnaDARv10-PA	CDY41283.1	BnaA01g12560D	A0A078HWZ1	
A01p14160.1_BnaDARv10-PA	CDY41278.1	BnaA01g12610D	A0A078HWY4	
A01p14200.1_BnaDARv10-PA	CDY10826.1	BnaC01g14410D	A0A078FBV2	
A01p14230.1_BnaDARv10-PA	CDY41266.1	BnaA01g12730D	A0A078HUA1	
A01p14240.1_BnaDARv10-PA	CDY41265.1	BnaA01g12740D	A0A078HRN4	3.4.22.49
A01p14250.1_BnaDARv10-PA	CDY41264.1	BnaA01g12750D	A0A078HV81	
A01p14280.1_BnaDARv10-PA	CDY41261.1	BnaA01g12780D	A0A078HU96	
A01p14290.1_BnaDARv10-PA	CDY41260.1	BnaA01g12790D	A0A078HRN0	
A01p14300.1_BnaDARv10-PA	CDY41259.1	BnaA01g12800D	A0A078HV76	
A01p14330.1_BnaDARv10-PA	CDY41255.1	BnaA01g12840D	A0A078HRM7	
A01p14340.1_BnaDARv10-PA	CDY41254.1	BnaA01g12850D	A0A078HV72	
A01p14350.1_BnaDARv10-PA	CDY53132.1	BnaC01g41420D	A0A078IT12	
A01p14360.1_BnaDARv10-PA	CDY41253.1	BnaA01g12860D	A0A078HWV8	
A01p14370.1_BnaDARv10-PA	CDY41252.1	BnaA01g12870D	A0A078HTR1	
A01p14380.1_BnaDARv10-PA	CDY41251.1	BnaA01g12880D	A0A078HU84	
A01p14390.1_BnaDARv10-PA	CDY41250.1	BnaA01g12890D	A0A078HRM3	
A01p14400.1_BnaDARv10-PA	CDY41249.1	BnaA01g12900D	A0A078HV68	6.3.2.2
A01p14410.1_BnaDARv10-PA	CDY41247.1	BnaA01g12920D	A0A078HTQ8	
A01p14420.1_BnaDARv10-PA	CDY41246.1	BnaA01g12930D	A0A078HU80	
A01p14430.1_BnaDARv10-PA	CDY41245.1	BnaA01g12940D	A0A078HRL8	
A01p14440.1_BnaDARv10-PA	CDY10851.1	BnaC01g14660D	A0A078FBX8	
A01p14460.1_BnaDARv10-PA	CDY41243.1	BnaA01g12960D	A0A078HWU8	
A01p14520.1_BnaDARv10-PA	CDY66922.1	BnaAnng23220D	A0A078JNI3	
A01p14570.1_BnaDARv10-PA	CDY44092.1	BnaA01g13000D	A0A078I206	
A01p14590.1_BnaDARv10-PA	CDY10879.1	BnaC01g14940D	A0A078FD64	
A01p14600.1_BnaDARv10-PA	CDY44095.1	BnaA01g13030D	A0A078HZQ0	
A01p14610.1_BnaDARv10-PA	CDY10883.1	BnaC01g14980D	A0A078FFL3	
A01p14620.1_BnaDARv10-PA	CDY44096.1	BnaA01g13040D	A0A078I2S3	
A01p14640.1_BnaDARv10-PA	CDY44097.1	BnaA01g13050D	A0A078I212	
A01p14660.1_BnaDARv10-PA	CDY69635.1	BnaAnng31080D	A0A078JT70	3.1.1.11
A01p14680.1_BnaDARv10-PA	CDY44099.1	BnaA01g13070D	A0A078I3F3	
A01p14710.1_BnaDARv10-PA	CDY63419.1	BnaCnng42070D	A0A078JE70	
A01p14730.1_BnaDARv10-PA	CDY44103.1	BnaA01g13110D	A0A078I4P8	
A01p14790.1_BnaDARv10-PA	CDY44111.1	BnaA01g13190D	A0A078I2T2	
A01p14810.1_BnaDARv10-PA	CDY44113.1	BnaA01g13210D	A0A078I4Q7	
A01p14820.1_BnaDARv10-PA	CDY44114.1	BnaA01g13220D	A0A078I3G6	
A01p14840.1_BnaDARv10-PA	CDY44115.1	BnaA01g13230D	A0A078HZR5	
A01p14850.1_BnaDARv10-PA	CDY44116.1	BnaA01g13240D	A0A078I2T6	3.2.1.4
A01p14860.1_BnaDARv10-PA	CDY44117.1	BnaA01g13250D	A0A078I233	
A01p14880.1_BnaDARv10-PA	CDY44118.1	BnaA01g13260D	A0A078I4R0	
A01p14890.1_BnaDARv10-PA	CDY44119.1	BnaA01g13270D	A0A078I3H1	
A01p14900.1_BnaDARv10-PA	CDY44120.1	BnaA01g13280D	A0A078HZS1	
A01p14910.1_BnaDARv10-PA	CDY44121.1	BnaA01g13290D	A0A078I2T8	
A01p14920.1_BnaDARv10-PA	CDY44122.1	BnaA01g13300D	A0A078I239	
A01p14930.1_BnaDARv10-PA	CDY44123.1	BnaA01g13310D	A0A078I4R4	
A01p14940.1_BnaDARv10-PA	CDY44124.1	BnaA01g13320D	A0A078I3H6	
A01p14950.1_BnaDARv10-PA	CDY44125.1	BnaA01g13330D	A0A078HZS7	
A01p14960.1_BnaDARv10-PA	CDY44126.1	BnaA01g13340D	A0A078I2U2	2.5.1.39
A01p14980.1_BnaDARv10-PA	CDY72547.1	BnaUnng05240D	A0A078K3R1	
A01p14990.1_BnaDARv10-PA	CDY67339.1	BnaAnng24060D	A0A078JKP3	
A01p15000.1_BnaDARv10-PA	CDY68371.1	BnaAnng27090D	A0A078JRU8	
A01p15010.1_BnaDARv10-PA	CDY71556.1	BnaAnng37900D	A0A078K1A4	2.7.4.24
A01p15020.1_BnaDARv10-PA	CDY64550.1	BnaA08g30500D	A0A078JD38	
A01p15030.1_BnaDARv10-PA	CDY47629.1	BnaA01g13360D	A0A078IE32	
A01p15040.1_BnaDARv10-PA	CDY47628.1	BnaA01g13370D	A0A078IEQ6	
A01p15070.1_BnaDARv10-PA	CDY47626.1	BnaA01g13390D	A0A078ICP1	5.1.3.15
A01p15080.1_BnaDARv10-PA	CDY47625.1	BnaA01g13400D	A0A078I9L2	
A01p15090.1_BnaDARv10-PA	CDY47624.1	BnaA01g13410D	A0A078IE27	
A01p15100.1_BnaDARv10-PA	CDY47623.1	BnaA01g13420D	A0A078IEQ2	
A01p15110.1_BnaDARv10-PA	CDY47622.1	BnaA01g13430D	A0A078IBY0	
A01p15130.1_BnaDARv10-PA	CDY47620.1	BnaA01g13450D	A0A078I9K9	
A01p15140.1_BnaDARv10-PA	CDY47619.1	BnaA01g13460D	A0A078IE22	
A01p15150.1_BnaDARv10-PA	CDY47618.1	BnaA01g13470D	A0A078IEP9	6.2.1.3
A01p15160.1_BnaDARv10-PA	CDY47617.1	BnaA01g13480D	A0A078IBX5	
A01p15170.1_BnaDARv10-PA	CDY47616.1	BnaA01g13490D	A0A078ICN1	
A01p15180.1_BnaDARv10-PA	CDY47615.1	BnaA01g13500D	A0A078I9K6	
A01p15210.1_BnaDARv10-PA	CDY47613.1	BnaA01g13520D	A0A078IEP4	2.7.4.6
A01p15220.1_BnaDARv10-PA	CDY47612.1	BnaA01g13530D	A0A078IBX0	
A01p15230.1_BnaDARv10-PA	CDY47611.1	BnaA01g13540D	A0A078ICM7	5.1.3.-
A01p15240.1_BnaDARv10-PA	CDY47610.1	BnaA01g13550D	A0A078I9K3	
A01p15300.1_BnaDARv10-PA	CDY66677.1	BnaA01g35090D	A0A078JMT5	
A01p15320.1_BnaDARv10-PA	CDY10985.1	BnaA03g46440D	A0A078F921	
A01p15380.1_BnaDARv10-PA	CDY24797.1	BnaA08g15130D	A0A078GHZ2	
A01p15440.1_BnaDARv10-PA	CDY34258.1	BnaA01g13610D	A0A078HBU4	
A01p15450.1_BnaDARv10-PA	CDY34259.1	BnaA01g13620D	A0A078H9T6	
A01p15480.1_BnaDARv10-PA	CDY34260.1	BnaA01g13630D	A0A078H6R1	
A01p15520.1_BnaDARv10-PA	CDY34264.1	BnaA01g13670D	A0A078H9U1	
A01p15530.1_BnaDARv10-PA	CDY34265.1	BnaA01g13680D	A0A078H6R5	
A01p15540.1_BnaDARv10-PA	CDY34266.1	BnaA01g13690D	A0A078H917	
A01p15550.1_BnaDARv10-PA	CDY34267.1	BnaA01g13700D	A0A078H9D1	
A01p15560.1_BnaDARv10-PA	CDY34268.1	BnaA01g13710D	A0A078HBV6	
A01p15590.1_BnaDARv10-PA	CDY34272.1	BnaA01g13750D	A0A078H9D2	
A01p15600.1_BnaDARv10-PA	CDY34273.1	BnaA01g13760D	A0A078HBW2	
A01p15610.1_BnaDARv10-PA	CDY22264.1	BnaC02g25680D	A0A078GA57	
A01p15640.1_BnaDARv10-PA	CDY34274.1	BnaA01g13770D	A0A078H9V0	
A01p15660.1_BnaDARv10-PA	CDY34276.1	BnaA01g13790D	A0A078H928	
A01p15670.1_BnaDARv10-PA	CDY34277.1	BnaA01g13800D	A0A078H9D7	
A01p15680.1_BnaDARv10-PA	CDY34278.1	BnaA01g13810D	A0A078HBW7	
A01p15690.1_BnaDARv10-PA	CDY34279.1	BnaA01g13820D	A0A078H9V4	
A01p15700.1_BnaDARv10-PA	CDY34280.1	BnaA01g13830D	A0A078H6T0	
A01p15720.1_BnaDARv10-PA	CDY34281.1	BnaA01g13840D	A0A078H935	2.1.1.-
A01p15730.1_BnaDARv10-PA	CDY34282.1	BnaA01g13850D	A0A078H9E2	
A01p15740.1_BnaDARv10-PA	CDY34283.1	BnaA01g13860D	A0A078HBX3	
A01p15750.1_BnaDARv10-PA	CDY34284.1	BnaA01g13870D	A0A078H9V8	
A01p15760.1_BnaDARv10-PA	CDY34285.1	BnaA01g13880D	A0A078H6T6	
A01p15770.1_BnaDARv10-PA	CDY34286.1	BnaA01g13890D	A0A078H940	
A01p15780.1_BnaDARv10-PA	CDY68878.1	BnaA01g35110D	A0A078JN03	2.7.11.1
A01p15800.1_BnaDARv10-PA	CDY61006.1	BnaA01g35120D	A0A078J7G9	
A01p15810.1_BnaDARv10-PA	CDY61008.1	BnaA01g35130D	A0A078J880	
A01p15820.1_BnaDARv10-PA	CDY61009.1	BnaA01g35140D	A0A078JA23	
A01p15830.1_BnaDARv10-PA	CDY61010.1	BnaA01g35150D	A0A078JAP6	
A01p15850.1_BnaDARv10-PA	CDY61011.1	BnaA01g35160D	A0A078J4C1	
A01p15880.1_BnaDARv10-PA	CDY34287.1	BnaA01g13900D	A0A078H9E6	1.6.2.4
A01p15890.1_BnaDARv10-PA	CDY34288.1	BnaA01g13910D	A0A078HBX9	1.6.2.4
A01p15900.1_BnaDARv10-PA	CDY34289.1	BnaA01g13920D	A0A078H9W3	
A01p15910.1_BnaDARv10-PA	CDY34290.1	BnaA01g13930D	A0A078H6U0	
A01p15920.1_BnaDARv10-PA	CDY34291.1	BnaA01g13940D	A0A078H949	
A01p15930.1_BnaDARv10-PA	CDY34292.1	BnaA01g13950D	A0A078H9F4	
A01p15940.1_BnaDARv10-PA	CDY34293.1	BnaA01g13960D	A0A078HBY5	
A01p15950.1_BnaDARv10-PA	CDY34294.1	BnaA01g13970D	A0A078H9W6	
A01p15970.1_BnaDARv10-PA	CDY34296.1	BnaA01g13990D	A0A078H954	5.3.1.9
A01p15980.1_BnaDARv10-PA	CDY34297.1	BnaA01g14000D	A0A078H9G0	2.3.1.225
A01p15990.1_BnaDARv10-PA	CDY34298.1	BnaA01g14010D	A0A078HBY7	
A01p16000.1_BnaDARv10-PA	CDY34299.1	BnaA01g14020D	A0A078H9X0	
A01p16010.1_BnaDARv10-PA	CDY34300.1	BnaA01g14030D	A0A078H6V2	
A01p16020.1_BnaDARv10-PA	CDY34301.1	BnaA01g14040D	A0A078H957	
A01p16030.1_BnaDARv10-PA	CDY34302.1	BnaA01g14050D	A0A078H9G7	
A01p16050.1_BnaDARv10-PA	CDY34305.1	BnaA01g14080D	A0A078H6V6	
A01p16070.1_BnaDARv10-PA	CDY34308.1	BnaA01g14110D	A0A078HBZ6	
A01p16080.1_BnaDARv10-PA	CDY34309.1	BnaA01g14120D	A0A078H9Y2	
A01p16090.1_BnaDARv10-PA	CDY34310.1	BnaA01g14130D	A0A078H6W1	4.2.2.2
A01p16100.1_BnaDARv10-PA	CDY34311.1	BnaA01g14140D	A0A078H966	
A01p16120.1_BnaDARv10-PA	CDY34314.1	BnaA01g14170D	A0A078H9Y8	
A01p16130.1_BnaDARv10-PA	CDY34315.1	BnaA01g14180D	A0A078H6W6	
A01p16140.1_BnaDARv10-PA	CDY34316.1	BnaA01g14190D	A0A078H970	6.3.4.5
A01p16150.1_BnaDARv10-PA	CDY34317.1	BnaA01g14200D	A0A078H9I8	
A01p16180.1_BnaDARv10-PA	CDY34321.1	BnaA01g14240D	A0A078H974	3.1.3.2
A01p16190.1_BnaDARv10-PA	CDY34322.1	BnaA01g14250D	A0A078H9J2	
A01p16200.1_BnaDARv10-PA	CDY34323.1	BnaA01g14260D	A0A078HC13	
A01p16220.1_BnaDARv10-PA	CDY34326.1	BnaA01g14290D	A0A078H979	
A01p16230.1_BnaDARv10-PA	CDY34327.1	BnaA01g14300D	A0A078H9J5	
A01p16240.1_BnaDARv10-PA	CDY34328.1	BnaA01g14310D	A0A078HC20	
A01p16250.1_BnaDARv10-PA	CDY34329.1	BnaA01g14320D	A0A078HA05	
A01p16260.1_BnaDARv10-PA	CDY34330.1	BnaA01g14330D	A0A078H6Y6	
A01p16290.1_BnaDARv10-PA	CDY34334.1	BnaA01g14370D	A0A078HA10	
A01p16300.1_BnaDARv10-PA	CDY34335.1	BnaA01g14380D	A0A078H6Z1	
A01p16310.1_BnaDARv10-PA	CDY34336.1	BnaA01g14390D	A0A078H992	
A01p16320.1_BnaDARv10-PA	CDY34338.1	BnaA01g14410D	A0A078HC33	
A01p16330.1_BnaDARv10-PA	CDY34339.1	BnaA01g14420D	A0A078HA16	
A01p16340.1_BnaDARv10-PA	CDY34340.1	BnaA01g14430D	A0A078H6Z5	
A01p16360.1_BnaDARv10-PA	CDY34342.1	BnaA01g14450D	A0A078H9K7	1.15.1.1
A01p16380.1_BnaDARv10-PA	CDY34344.1	BnaA01g14470D	A0A078HA22	1.8.4.11
A01p16400.1_BnaDARv10-PA	CDY34346.1	BnaA01g14490D	A0A078H9A2	
A01p16410.1_BnaDARv10-PA	CDY34347.1	BnaA01g14500D	A0A078H9L2	
A01p16430.1_BnaDARv10-PA	CDY34348.1	BnaA01g14510D	A0A078HC42	
A01p16590.1_BnaDARv10-PA	CDY07830.1	BnaC03g47920D	A0A078F090	
A01p16670.1_BnaDARv10-PA	CDY55725.1	BnaA01g35240D	A0A078J1H5	
A01p16700.1_BnaDARv10-PA	CDY55722.1	BnaA01g35220D	A0A078IZ13	
A01p16710.1_BnaDARv10-PA	CDY55721.1	BnaA01g35210D	A0A078IVV5	
A01p16720.1_BnaDARv10-PA	CDY55720.1	BnaA01g35200D	A0A078J1A2	
A01p16730.1_BnaDARv10-PA	CDY57704.1	BnaC01g41610D	A0A078J2L6	
A01p16740.1_BnaDARv10-PA	CDY57705.1	BnaC01g41620D	A0A078J4M3	3.6.1.13; 3.6.1.22
A01p16750.1_BnaDARv10-PA	CDY57706.1	BnaC01g41630D	A0A078J4Y8	
A01p16760.1_BnaDARv10-PA	CDY57708.1	BnaC01g41640D	A0A078IZ88	
A01p16850.1_BnaDARv10-PA	CDY52365.1	BnaA08g31000D	A0A078IMQ8	
A01p17000.1_BnaDARv10-PA	CDY68098.1	BnaAnng26160D	A0A078JKR1	
A01p17010.1_BnaDARv10-PA	CDY68099.1	BnaAnng26170D	A0A078JMQ0	
A01p17020.1_BnaDARv10-PA	CDY68100.1	BnaAnng26180D	A0A078JNP6	
A01p17040.1_BnaDARv10-PA	CDY67004.1	BnaAnng23420D	A0A078JJR4	
A01p17090.1_BnaDARv10-PA	CDY69806.1	BnaAnng31590D	A0A078JWE1	2.4.1.207
A01p17210.1_BnaDARv10-PA	CDY42771.1	BnaA03g47680D	A0A078HYM4	
A01p17360.1_BnaDARv10-PA	CDY69292.1	BnaA01g35290D	A0A078JUY4	2.3.1.97
A01p17460.1_BnaDARv10-PA	CDY68465.1	BnaA01g35250D	A0A078JPU5	
A01p17470.1_BnaDARv10-PA	CDY68466.1	BnaA01g35260D	A0A078JS54	
A01p17480.1_BnaDARv10-PA	CDY71142.1	BnaCnng71530D	A0A078JZQ1	
A01p17680.1_BnaDARv10-PA	CDY38091.1	BnaC02g06820D	A0A078HKE5	
A01p17720.1_BnaDARv10-PA	CDY66743.1	BnaAnng22830D	A0A078JGL1	
A01p17730.1_BnaDARv10-PA	CDY66744.1	BnaAnng22840D	A0A078JJ58	
A01p17740.1_BnaDARv10-PA	CDY69948.1	BnaA01g35270D	A0A078JQT3	2.5.1.43
A01p17750.1_BnaDARv10-PA	CDY69949.1	BnaA01g35280D	A0A078JSZ1	
A01p17810.1_BnaDARv10-PA	CDY42728.1	BnaA03g48110D	A0A078I0W8	
A01p18030.1_BnaDARv10-PA	CDY29250.1	BnaC01g19020D	A0A078GRY9	
A01p18040.1_BnaDARv10-PA	CDY29251.1	BnaC01g19030D	A0A078GUM5	
A01p18050.1_BnaDARv10-PA	CDY29252.1	BnaC01g19040D	A0A078GVU1	
A01p18060.1_BnaDARv10-PA	CDY29253.1	BnaC01g19050D	A0A078GXA8	
A01p18070.1_BnaDARv10-PA	CDY29254.1	BnaC01g19060D	A0A078GVR9	
A01p18080.1_BnaDARv10-PA	CDY29255.1	BnaC01g19070D	A0A078GRZ5	
A01p18130.1_BnaDARv10-PA	CDY29260.1	BnaC01g19120D	A0A078GS01	
A01p18150.1_BnaDARv10-PA	CDY29262.1	BnaC01g19140D	A0A078GVV3	
A01p18200.1_BnaDARv10-PA	CDY46669.1	BnaA03g48390D	A0A078DWF4	
A01p18210.1_BnaDARv10-PA	CDY29271.1	BnaC01g19230D	A0A078GUP3	
A01p18240.1_BnaDARv10-PA	CDY29274.1	BnaC01g19260D	A0A078GVT8	
A01p18250.1_BnaDARv10-PA	CDY29275.1	BnaC01g19270D	A0A078GS18	
A01p18280.1_BnaDARv10-PA	CDY61462.1	BnaC01g43250D	Q42469	
A01p18300.1_BnaDARv10-PA	CDY61462.1	BnaC01g43250D	Q42469	
A01p18430.1_BnaDARv10-PA	CDY29285.1	BnaC01g19370D	A0A078GS30	
A01p18440.1_BnaDARv10-PA	CDY29286.1	BnaC01g19380D	A0A078GUQ9	
A01p18460.1_BnaDARv10-PA	CDY29291.1	BnaC01g19430D	A0A078GUR4	
A01p18480.1_BnaDARv10-PA	CDY29294.1	BnaC01g19460D	A0A078GVV6	2.7.11.1
A01p18490.1_BnaDARv10-PA	CDY29295.1	BnaC01g19470D	A0A078GS40	
A01p18510.1_BnaDARv10-PA	CDY29298.1	BnaC01g19500D	A0A078GXE7	
A01p18530.1_BnaDARv10-PA	CDY29300.1	BnaC01g19520D	A0A078GS45	
A01p18540.1_BnaDARv10-PA	CDY29301.1	BnaC01g19530D	A0A078DJ90	
A01p18560.1_BnaDARv10-PA	CDY29302.1	BnaC01g19540D	A0A078GVZ6	
A01p18570.1_BnaDARv10-PA	CDY29303.1	BnaC01g19550D	A0A078GXF4	
A01p18580.1_BnaDARv10-PA	CDY29304.1	BnaC01g19560D	A0A078GVW6	
A01p18600.1_BnaDARv10-PA	CDY29310.1	BnaC01g19620D	A0A078GS54	
A01p18610.1_BnaDARv10-PA	CDY29311.1	BnaC01g19630D	A0A078GUT8	1.3.1.33
A01p18620.1_BnaDARv10-PA	CDY29312.1	BnaC01g19640D	A0A078GW05	
A01p18640.1_BnaDARv10-PA	CDY29313.1	BnaC01g19650D	A0A078GXG5	
A01p18680.1_BnaDARv10-PA	CDY29317.1	BnaC01g19690D	A0A078GW08	
A01p18690.1_BnaDARv10-PA	CDY71890.1	BnaAnng39190D	A0A078JZU5	
A01p18750.1_BnaDARv10-PA	CDY19056.1	BnaC01g20120D	A0A078G1A8	
A01p18770.1_BnaDARv10-PA	CDY19055.1	BnaC01g20130D	A0A078FXF2	
A01p18790.1_BnaDARv10-PA	CDY19053.1	BnaC01g20150D	A0A078G337	
A01p18820.1_BnaDARv10-PA	CDY19051.1	BnaC01g20170D	A0A078G1A4	
A01p18850.1_BnaDARv10-PA	CDY19049.1	BnaC01g20190D	A0A078G0R6	
A01p18910.1_BnaDARv10-PA	CDY52991.1	BnaAnng11850D	A0A078IT61	
A01p18920.1_BnaDARv10-PA	CDY19046.1	BnaC01g20220D	A0A078G1A0	
A01p18930.1_BnaDARv10-PA	CDY52993.1	BnaAnng11870D	A0A078IVJ5	
A01p18950.1_BnaDARv10-PA	CDY52995.1	BnaAnng11890D	A0A078IPM8	
